ciudades;mes;Sexo;Periodo;Total
45 Toledo;Jun;Mujeres;2020;0
45 Toledo;Jun;Hombres;2020;0
45 Toledo;Jun;Mujeres;2021;0
45 Toledo;Jun;Hombres;2021;0
45 Toledo;Jul;Mujeres;2009;0
45 Toledo;Jul;Hombres;2009;1
45 Toledo;Jul;Mujeres;2010;0
45 Toledo;Jul;Hombres;2010;1
45 Toledo;Jul;Hombres;2011;0
45 Toledo;Jul;Mujeres;2011;1
45 Toledo;Jul;Mujeres;2012;0
45 Toledo;Jul;Hombres;2012;1
45 Toledo;Jul;Hombres;2013;1
45 Toledo;Jul;Mujeres;2013;2
45 Toledo;Jul;Hombres;2014;0
45 Toledo;Jul;Mujeres;2014;2
45 Toledo;Jul;Hombres;2015;0
45 Toledo;Jul;Mujeres;2015;0
45 Toledo;Jul;Mujeres;2016;0
45 Toledo;Jul;Hombres;2016;1
45 Toledo;Jul;Hombres;2017;0
45 Toledo;Jul;Mujeres;2017;0
45 Toledo;Jul;Hombres;2018;0
45 Toledo;Jul;Mujeres;2018;1
45 Toledo;Jul;Hombres;2019;0
45 Toledo;Jul;Mujeres;2019;0
45 Toledo;Jul;Mujeres;2020;0
45 Toledo;Jul;Hombres;2020;1
45 Toledo;Jul;Hombres;2021;0
45 Toledo;Jul;Mujeres;2021;0
45 Toledo;Aug;Hombres;2009;0
45 Toledo;Aug;Mujeres;2009;2
45 Toledo;Aug;Hombres;2010;0
45 Toledo;Aug;Mujeres;2010;1
45 Toledo;Aug;Hombres;2011;0
45 Toledo;Aug;Mujeres;2011;2
45 Toledo;Aug;Mujeres;2012;1
45 Toledo;Aug;Hombres;2012;1
45 Toledo;Aug;Hombres;2013;0
45 Toledo;Aug;Mujeres;2013;0
45 Toledo;Aug;Mujeres;2014;0
45 Toledo;Aug;Hombres;2014;1
45 Toledo;Aug;Mujeres;2015;0
45 Toledo;Aug;Hombres;2015;2
45 Toledo;Aug;Mujeres;2016;0
45 Toledo;Aug;Hombres;2016;1
45 Toledo;Aug;Mujeres;2017;0
45 Toledo;Aug;Hombres;2017;0
45 Toledo;Aug;Mujeres;2018;0
45 Toledo;Aug;Hombres;2018;0
45 Toledo;Aug;Mujeres;2019;0
45 Toledo;Aug;Hombres;2019;1
45 Toledo;Aug;Mujeres;2020;0
45 Toledo;Aug;Hombres;2020;0
45 Toledo;Aug;Mujeres;2021;0
45 Toledo;Aug;Hombres;2021;1
45 Toledo;Sep;Hombres;2009;0
45 Toledo;Sep;Mujeres;2009;1
45 Toledo;Sep;Mujeres;2010;0
45 Toledo;Sep;Hombres;2010;1
45 Toledo;Sep;Mujeres;2011;2
45 Toledo;Sep;Hombres;2011;2
45 Toledo;Sep;Hombres;2012;0
45 Toledo;Sep;Mujeres;2012;1
45 Toledo;Sep;Hombres;2013;0
45 Toledo;Sep;Mujeres;2013;2
45 Toledo;Sep;Mujeres;2014;0
45 Toledo;Sep;Hombres;2014;0
45 Toledo;Sep;Mujeres;2015;0
45 Toledo;Sep;Hombres;2015;1
45 Toledo;Sep;Mujeres;2016;0
45 Toledo;Sep;Hombres;2016;1
45 Toledo;Sep;Hombres;2017;0
45 Toledo;Sep;Mujeres;2017;0
45 Toledo;Sep;Hombres;2018;0
45 Toledo;Sep;Mujeres;2018;0
45 Toledo;Sep;Hombres;2019;0
45 Toledo;Sep;Mujeres;2019;0
45 Toledo;Sep;Hombres;2020;1
45 Toledo;Sep;Mujeres;2020;2
45 Toledo;Sep;Mujeres;2021;0
45 Toledo;Sep;Hombres;2021;0
45 Toledo;Oct;Mujeres;2009;1
45 Toledo;Oct;Hombres;2009;3
45 Toledo;Oct;Hombres;2010;0
45 Toledo;Oct;Mujeres;2010;1
45 Toledo;Oct;Mujeres;2011;1
45 Toledo;Oct;Hombres;2011;2
45 Toledo;Oct;Hombres;2012;0
45 Toledo;Oct;Mujeres;2012;1
45 Toledo;Oct;Hombres;2013;0
45 Toledo;Oct;Mujeres;2013;2
45 Toledo;Oct;Hombres;2014;2
45 Toledo;Oct;Mujeres;2014;3
45 Toledo;Oct;Hombres;2015;0
45 Toledo;Oct;Mujeres;2015;4
45 Toledo;Oct;Mujeres;2016;0
45 Toledo;Oct;Hombres;2016;0
45 Toledo;Oct;Mujeres;2017;0
45 Toledo;Oct;Hombres;2017;1
45 Toledo;Oct;Hombres;2018;0
45 Toledo;Oct;Mujeres;2018;0
45 Toledo;Oct;Hombres;2019;0
45 Toledo;Oct;Mujeres;2019;0
45 Toledo;Oct;Hombres;2020;0
45 Toledo;Oct;Mujeres;2020;0
45 Toledo;Oct;Hombres;2021;0
45 Toledo;Oct;Mujeres;2021;1
45 Toledo;Nov;Mujeres;2009;0
45 Toledo;Nov;Hombres;2009;1
45 Toledo;Nov;Mujeres;2010;0
45 Toledo;Nov;Hombres;2010;1
45 Toledo;Nov;Mujeres;2011;0
45 Toledo;Nov;Hombres;2011;1
45 Toledo;Nov;Hombres;2012;0
45 Toledo;Nov;Mujeres;2012;1
45 Toledo;Nov;Hombres;2013;0
45 Toledo;Nov;Mujeres;2013;1
45 Toledo;Nov;Hombres;2014;0
45 Toledo;Nov;Mujeres;2014;1
45 Toledo;Nov;Mujeres;2015;0
45 Toledo;Nov;Hombres;2015;0
45 Toledo;Nov;Hombres;2016;0
45 Toledo;Nov;Mujeres;2016;2
45 Toledo;Nov;Mujeres;2017;0
45 Toledo;Nov;Hombres;2017;0
45 Toledo;Nov;Mujeres;2018;0
45 Toledo;Nov;Hombres;2018;0
45 Toledo;Nov;Mujeres;2019;0
45 Toledo;Nov;Hombres;2019;0
45 Toledo;Nov;Hombres;2020;0
45 Toledo;Nov;Mujeres;2020;1
45 Toledo;Nov;Mujeres;2021;0
45 Toledo;Nov;Hombres;2021;0
45 Toledo;Dec;Mujeres;2009;1
45 Toledo;Dec;Hombres;2009;2
45 Toledo;Dec;Hombres;2010;0
45 Toledo;Dec;Mujeres;2010;1
45 Toledo;Dec;Hombres;2011;1
45 Toledo;Dec;Mujeres;2011;2
45 Toledo;Dec;Hombres;2012;0
45 Toledo;Dec;Mujeres;2012;1
45 Toledo;Dec;Mujeres;2013;0
45 Toledo;Dec;Hombres;2013;0
45 Toledo;Dec;Mujeres;2014;1
45 Toledo;Dec;Hombres;2014;1
45 Toledo;Dec;Mujeres;2015;1
45 Toledo;Dec;Hombres;2015;2
45 Toledo;Dec;Mujeres;2016;1
45 Toledo;Dec;Hombres;2016;1
45 Toledo;Dec;Mujeres;2017;0
45 Toledo;Dec;Hombres;2017;1
45 Toledo;Dec;Mujeres;2018;0
45 Toledo;Dec;Hombres;2018;0
45 Toledo;Dec;Mujeres;2019;0
45 Toledo;Dec;Hombres;2019;0
45 Toledo;Dec;Mujeres;2020;0
45 Toledo;Dec;Hombres;2020;0
45 Toledo;Dec;Hombres;2021;0
45 Toledo;Dec;Mujeres;2021;0
46 Valencia/València;Jan;Hombres;2009;0
46 Valencia/València;Jan;Mujeres;2009;5
46 Valencia/València;Jan;Mujeres;2010;2
46 Valencia/València;Jan;Hombres;2010;2
46 Valencia/València;Jan;Mujeres;2011;0
46 Valencia/València;Jan;Hombres;2011;5
46 Valencia/València;Jan;Mujeres;2012;4
46 Valencia/València;Jan;Hombres;2012;4
46 Valencia/València;Jan;Mujeres;2013;3
46 Valencia/València;Jan;Hombres;2013;3
46 Valencia/València;Jan;Hombres;2014;2
46 Valencia/València;Jan;Mujeres;2014;3
46 Valencia/València;Jan;Hombres;2015;1
46 Valencia/València;Jan;Mujeres;2015;3
46 Valencia/València;Jan;Hombres;2016;1
46 Valencia/València;Jan;Mujeres;2016;1
46 Valencia/València;Jan;Mujeres;2017;2
46 Valencia/València;Jan;Hombres;2017;3
46 Valencia/València;Jan;Mujeres;2018;1
46 Valencia/València;Jan;Hombres;2018;2
46 Valencia/València;Jan;Hombres;2019;4
46 Valencia/València;Jan;Mujeres;2019;4
46 Valencia/València;Jan;Mujeres;2020;0
46 Valencia/València;Jan;Hombres;2020;2
46 Valencia/València;Jan;Hombres;2021;0
46 Valencia/València;Jan;Mujeres;2021;0
46 Valencia/València;Feb;Mujeres;2009;1
46 Valencia/València;Feb;Hombres;2009;3
46 Valencia/València;Feb;Mujeres;2010;0
46 Valencia/València;Feb;Hombres;2010;2
46 Valencia/València;Feb;Hombres;2011;2
46 Valencia/València;Feb;Mujeres;2011;6
46 Valencia/València;Feb;Mujeres;2012;1
46 Valencia/València;Feb;Hombres;2012;3
46 Valencia/València;Feb;Hombres;2013;5
46 Valencia/València;Feb;Mujeres;2013;7
46 Valencia/València;Feb;Mujeres;2014;1
46 Valencia/València;Feb;Hombres;2014;5
46 Valencia/València;Feb;Hombres;2015;2
46 Valencia/València;Feb;Mujeres;2015;3
46 Valencia/València;Feb;Mujeres;2016;3
46 Valencia/València;Feb;Hombres;2016;5
46 Valencia/València;Feb;Mujeres;2017;2
46 Valencia/València;Feb;Hombres;2017;3
46 Valencia/València;Feb;Mujeres;2018;2
46 Valencia/València;Feb;Hombres;2018;6
46 Valencia/València;Feb;Mujeres;2019;1
46 Valencia/València;Feb;Hombres;2019;3
46 Valencia/València;Feb;Mujeres;2020;0
46 Valencia/València;Feb;Hombres;2020;2
46 Valencia/València;Feb;Mujeres;2021;0
46 Valencia/València;Feb;Hombres;2021;1
46 Valencia/València;Mar;Hombres;2009;3
46 Valencia/València;Mar;Mujeres;2009;4
46 Valencia/València;Mar;Mujeres;2010;1
46 Valencia/València;Mar;Hombres;2010;2
46 Valencia/València;Mar;Hombres;2011;1
46 Valencia/València;Mar;Mujeres;2011;3
46 Valencia/València;Mar;Hombres;2012;3
46 Valencia/València;Mar;Mujeres;2012;4
46 Valencia/València;Mar;Hombres;2013;1
46 Valencia/València;Mar;Mujeres;2013;2
46 Valencia/València;Mar;Mujeres;2014;1
46 Valencia/València;Mar;Hombres;2014;4
46 Valencia/València;Mar;Hombres;2015;1
46 Valencia/València;Mar;Mujeres;2015;2
46 Valencia/València;Mar;Mujeres;2016;1
46 Valencia/València;Mar;Hombres;2016;5
46 Valencia/València;Mar;Hombres;2017;2
46 Valencia/València;Mar;Mujeres;2017;4
46 Valencia/València;Mar;Mujeres;2018;1
46 Valencia/València;Mar;Hombres;2018;3
46 Valencia/València;Mar;Hombres;2019;1
46 Valencia/València;Mar;Mujeres;2019;4
46 Valencia/València;Mar;Mujeres;2020;2
46 Valencia/València;Mar;Hombres;2020;3
46 Valencia/València;Mar;Mujeres;2021;2
46 Valencia/València;Mar;Hombres;2021;2
46 Valencia/València;Apr;Mujeres;2009;2
46 Valencia/València;Apr;Hombres;2009;3
46 Valencia/València;Apr;Mujeres;2010;3
46 Valencia/València;Apr;Hombres;2010;5
46 Valencia/València;Apr;Mujeres;2011;2
46 Valencia/València;Apr;Hombres;2011;3
46 Valencia/València;Apr;Mujeres;2012;2
46 Valencia/València;Apr;Hombres;2012;4
46 Valencia/València;Apr;Hombres;2013;1
46 Valencia/València;Apr;Mujeres;2013;3
46 Valencia/València;Apr;Hombres;2014;2
46 Valencia/València;Apr;Mujeres;2014;4
46 Valencia/València;Apr;Mujeres;2015;0
46 Valencia/València;Apr;Hombres;2015;5
46 Valencia/València;Apr;Mujeres;2016;0
46 Valencia/València;Apr;Hombres;2016;1
46 Valencia/València;Apr;Hombres;2017;1
46 Valencia/València;Apr;Mujeres;2017;4
46 Valencia/València;Apr;Mujeres;2018;1
46 Valencia/València;Apr;Hombres;2018;1
46 Valencia/València;Apr;Mujeres;2019;1
46 Valencia/València;Apr;Hombres;2019;3
46 Valencia/València;Apr;Mujeres;2020;2
46 Valencia/València;Apr;Hombres;2020;3
46 Valencia/València;Apr;Mujeres;2021;0
46 Valencia/València;Apr;Hombres;2021;2
46 Valencia/València;May;Hombres;2009;3
46 Valencia/València;May;Mujeres;2009;5
46 Valencia/València;May;Mujeres;2010;2
46 Valencia/València;May;Hombres;2010;3
46 Valencia/València;May;Mujeres;2011;0
46 Valencia/València;May;Hombres;2011;2
46 Valencia/València;May;Mujeres;2012;2
46 Valencia/València;May;Hombres;2012;2
46 Valencia/València;May;Mujeres;2013;4
46 Valencia/València;May;Hombres;2013;7
46 Valencia/València;May;Mujeres;2014;1
46 Valencia/València;May;Hombres;2014;4
46 Valencia/València;May;Mujeres;2015;1
46 Valencia/València;May;Hombres;2015;1
46 Valencia/València;May;Mujeres;2016;1
46 Valencia/València;May;Hombres;2016;4
46 Valencia/València;May;Hombres;2017;1
46 Valencia/València;May;Mujeres;2017;3
46 Valencia/València;May;Mujeres;2018;0
46 Valencia/València;May;Hombres;2018;1
46 Valencia/València;May;Mujeres;2019;2
46 Valencia/València;May;Hombres;2019;2
46 Valencia/València;May;Hombres;2020;2
46 Valencia/València;May;Mujeres;2020;3
46 Valencia/València;May;Hombres;2021;3
46 Valencia/València;May;Mujeres;2021;3
46 Valencia/València;Jun;Mujeres;2009;2
46 Valencia/València;Jun;Hombres;2009;4
46 Valencia/València;Jun;Mujeres;2010;1
46 Valencia/València;Jun;Hombres;2010;4
46 Valencia/València;Jun;Mujeres;2011;2
46 Valencia/València;Jun;Hombres;2011;3
46 Valencia/València;Jun;Mujeres;2012;1
46 Valencia/València;Jun;Hombres;2012;4
46 Valencia/València;Jun;Mujeres;2013;2
46 Valencia/València;Jun;Hombres;2013;4
46 Valencia/València;Jun;Hombres;2014;1
46 Valencia/València;Jun;Mujeres;2014;4
46 Valencia/València;Jun;Mujeres;2015;1
46 Valencia/València;Jun;Hombres;2015;2
46 Valencia/València;Jun;Mujeres;2016;3
46 Valencia/València;Jun;Hombres;2016;3
46 Valencia/València;Jun;Hombres;2017;0
46 Valencia/València;Jun;Mujeres;2017;3
46 Valencia/València;Jun;Mujeres;2018;0
46 Valencia/València;Jun;Hombres;2018;3
46 Valencia/València;Jun;Hombres;2019;2
46 Valencia/València;Jun;Mujeres;2019;4
46 Valencia/València;Jun;Mujeres;2020;0
46 Valencia/València;Jun;Hombres;2020;2
46 Valencia/València;Jun;Mujeres;2021;1
46 Valencia/València;Jun;Hombres;2021;1
46 Valencia/València;Jul;Mujeres;2009;2
46 Valencia/València;Jul;Hombres;2009;3
46 Valencia/València;Jul;Hombres;2010;3
46 Valencia/València;Jul;Mujeres;2010;4
46 Valencia/València;Jul;Hombres;2011;2
46 Valencia/València;Jul;Mujeres;2011;4
46 Valencia/València;Jul;Hombres;2012;2
46 Valencia/València;Jul;Mujeres;2012;5
46 Valencia/València;Jul;Mujeres;2013;4
46 Valencia/València;Jul;Hombres;2013;5
46 Valencia/València;Jul;Hombres;2014;4
46 Valencia/València;Jul;Mujeres;2014;5
46 Valencia/València;Jul;Mujeres;2015;1
46 Valencia/València;Jul;Hombres;2015;3
46 Valencia/València;Jul;Hombres;2016;2
46 Valencia/València;Jul;Mujeres;2016;3
46 Valencia/València;Jul;Mujeres;2017;3
46 Valencia/València;Jul;Hombres;2017;4
46 Valencia/València;Jul;Mujeres;2018;0
46 Valencia/València;Jul;Hombres;2018;3
46 Valencia/València;Jul;Hombres;2019;2
46 Valencia/València;Jul;Mujeres;2019;6
46 Valencia/València;Jul;Hombres;2020;1
46 Valencia/València;Jul;Mujeres;2020;5
46 Valencia/València;Jul;Hombres;2021;2
46 Valencia/València;Jul;Mujeres;2021;2
46 Valencia/València;Aug;Mujeres;2009;2
46 Valencia/València;Aug;Hombres;2009;3
46 Valencia/València;Aug;Hombres;2010;2
46 Valencia/València;Aug;Mujeres;2010;4
46 Valencia/València;Aug;Mujeres;2011;3
46 Valencia/València;Aug;Hombres;2011;6
46 Valencia/València;Aug;Mujeres;2012;1
46 Valencia/València;Aug;Hombres;2012;5
46 Valencia/València;Aug;Mujeres;2013;1
46 Valencia/València;Aug;Hombres;2013;1
46 Valencia/València;Aug;Mujeres;2014;1
46 Valencia/València;Aug;Hombres;2014;1
46 Valencia/València;Aug;Hombres;2015;2
46 Valencia/València;Aug;Mujeres;2015;3
46 Valencia/València;Aug;Hombres;2016;0
46 Valencia/València;Aug;Mujeres;2016;6
46 Valencia/València;Aug;Hombres;2017;2
46 Valencia/València;Aug;Mujeres;2017;3
46 Valencia/València;Aug;Mujeres;2018;3
46 Valencia/València;Aug;Hombres;2018;5
46 Valencia/València;Aug;Hombres;2019;3
46 Valencia/València;Aug;Mujeres;2019;6
46 Valencia/València;Aug;Mujeres;2020;1
46 Valencia/València;Aug;Hombres;2020;3
46 Valencia/València;Aug;Hombres;2021;2
46 Valencia/València;Aug;Mujeres;2021;3
46 Valencia/València;Sep;Mujeres;2009;2
46 Valencia/València;Sep;Hombres;2009;2
46 Valencia/València;Sep;Hombres;2010;2
46 Valencia/València;Sep;Mujeres;2010;5
46 Valencia/València;Sep;Mujeres;2011;1
46 Valencia/València;Sep;Hombres;2011;5
46 Valencia/València;Sep;Mujeres;2012;0
46 Valencia/València;Sep;Hombres;2012;6
46 Valencia/València;Sep;Hombres;2013;3
46 Valencia/València;Sep;Mujeres;2013;4
46 Valencia/València;Sep;Mujeres;2014;2
46 Valencia/València;Sep;Hombres;2014;2
46 Valencia/València;Sep;Mujeres;2015;3
46 Valencia/València;Sep;Hombres;2015;6
46 Valencia/València;Sep;Hombres;2016;3
46 Valencia/València;Sep;Mujeres;2016;5
46 Valencia/València;Sep;Hombres;2017;2
46 Valencia/València;Sep;Mujeres;2017;3
46 Valencia/València;Sep;Mujeres;2018;1
46 Valencia/València;Sep;Hombres;2018;3
46 Valencia/València;Sep;Hombres;2019;1
46 Valencia/València;Sep;Mujeres;2019;2
46 Valencia/València;Sep;Mujeres;2020;1
46 Valencia/València;Sep;Hombres;2020;5
46 Valencia/València;Sep;Hombres;2021;2
46 Valencia/València;Sep;Mujeres;2021;3
46 Valencia/València;Oct;Mujeres;2009;3
46 Valencia/València;Oct;Hombres;2009;5
46 Valencia/València;Oct;Mujeres;2010;1
46 Valencia/València;Oct;Hombres;2010;2
46 Valencia/València;Oct;Mujeres;2011;2
46 Valencia/València;Oct;Hombres;2011;2
46 Valencia/València;Oct;Mujeres;2012;1
46 Valencia/València;Oct;Hombres;2012;5
46 Valencia/València;Oct;Mujeres;2013;3
46 Valencia/València;Oct;Hombres;2013;3
46 Valencia/València;Oct;Mujeres;2014;0
46 Valencia/València;Oct;Hombres;2014;7
46 Valencia/València;Oct;Hombres;2015;2
46 Valencia/València;Oct;Mujeres;2015;3
46 Valencia/València;Oct;Mujeres;2016;1
46 Valencia/València;Oct;Hombres;2016;4
46 Valencia/València;Oct;Mujeres;2017;3
46 Valencia/València;Oct;Hombres;2017;4
46 Valencia/València;Oct;Mujeres;2018;1
46 Valencia/València;Oct;Hombres;2018;2
46 Valencia/València;Oct;Hombres;2019;2
46 Valencia/València;Oct;Mujeres;2019;4
46 Valencia/València;Oct;Mujeres;2020;1
46 Valencia/València;Oct;Hombres;2020;2
46 Valencia/València;Oct;Hombres;2021;1
46 Valencia/València;Oct;Mujeres;2021;5
46 Valencia/València;Nov;Hombres;2009;2
46 Valencia/València;Nov;Mujeres;2009;4
46 Valencia/València;Nov;Mujeres;2010;0
46 Valencia/València;Nov;Hombres;2010;3
46 Valencia/València;Nov;Hombres;2011;3
46 Valencia/València;Nov;Mujeres;2011;4
46 Valencia/València;Nov;Mujeres;2012;2
46 Valencia/València;Nov;Hombres;2012;3
46 Valencia/València;Nov;Mujeres;2013;4
46 Valencia/València;Nov;Hombres;2013;5
46 Valencia/València;Nov;Mujeres;2014;1
46 Valencia/València;Nov;Hombres;2014;1
46 Valencia/València;Nov;Hombres;2015;3
46 Valencia/València;Nov;Mujeres;2015;4
46 Valencia/València;Nov;Mujeres;2016;1
46 Valencia/València;Nov;Hombres;2016;1
46 Valencia/València;Nov;Mujeres;2017;3
46 Valencia/València;Nov;Hombres;2017;4
46 Valencia/València;Nov;Mujeres;2018;1
46 Valencia/València;Nov;Hombres;2018;5
46 Valencia/València;Nov;Mujeres;2019;1
46 Valencia/València;Nov;Hombres;2019;3
46 Valencia/València;Nov;Mujeres;2020;0
46 Valencia/València;Nov;Hombres;2020;3
46 Valencia/València;Nov;Mujeres;2021;1
46 Valencia/València;Nov;Hombres;2021;3
46 Valencia/València;Dec;Mujeres;2009;0
46 Valencia/València;Dec;Hombres;2009;4
46 Valencia/València;Dec;Hombres;2010;3
46 Valencia/València;Dec;Mujeres;2010;7
46 Valencia/València;Dec;Hombres;2011;4
46 Valencia/València;Dec;Mujeres;2011;8
46 Valencia/València;Dec;Mujeres;2012;2
46 Valencia/València;Dec;Hombres;2012;5
46 Valencia/València;Dec;Mujeres;2013;1
46 Valencia/València;Dec;Hombres;2013;3
46 Valencia/València;Dec;Mujeres;2014;2
46 Valencia/València;Dec;Hombres;2014;5
46 Valencia/València;Dec;Hombres;2015;0
46 Valencia/València;Dec;Mujeres;2015;3
46 Valencia/València;Dec;Hombres;2016;1
46 Valencia/València;Dec;Mujeres;2016;2
46 Valencia/València;Dec;Mujeres;2017;2
46 Valencia/València;Dec;Hombres;2017;2
46 Valencia/València;Dec;Mujeres;2018;1
46 Valencia/València;Dec;Hombres;2018;2
46 Valencia/València;Dec;Mujeres;2019;2
46 Valencia/València;Dec;Hombres;2019;2
46 Valencia/València;Dec;Mujeres;2020;0
46 Valencia/València;Dec;Hombres;2020;1
46 Valencia/València;Dec;Hombres;2021;0
46 Valencia/València;Dec;Mujeres;2021;2
47 Valladolid;Jan;Hombres;2009;0
47 Valladolid;Jan;Mujeres;2009;1
47 Valladolid;Jan;Mujeres;2010;0
47 Valladolid;Jan;Hombres;2010;1
47 Valladolid;Jan;Hombres;2011;0
47 Valladolid;Jan;Mujeres;2011;1
47 Valladolid;Jan;Mujeres;2012;0
47 Valladolid;Jan;Hombres;2012;0
47 Valladolid;Jan;Mujeres;2013;0
47 Valladolid;Jan;Hombres;2013;3
47 Valladolid;Jan;Mujeres;2014;1
47 Valladolid;Jan;Hombres;2014;1
47 Valladolid;Jan;Hombres;2015;1
47 Valladolid;Jan;Mujeres;2015;3
47 Valladolid;Jan;Mujeres;2016;0
47 Valladolid;Jan;Hombres;2016;1
47 Valladolid;Jan;Mujeres;2017;0
47 Valladolid;Jan;Hombres;2017;3
47 Valladolid;Jan;Hombres;2018;0
47 Valladolid;Jan;Mujeres;2018;2
47 Valladolid;Jan;Hombres;2019;0
47 Valladolid;Jan;Mujeres;2019;1
47 Valladolid;Jan;Hombres;2020;0
47 Valladolid;Jan;Mujeres;2020;0
47 Valladolid;Jan;Hombres;2021;0
47 Valladolid;Jan;Mujeres;2021;0
47 Valladolid;Feb;Hombres;2009;0
47 Valladolid;Feb;Mujeres;2009;1
47 Valladolid;Feb;Mujeres;2010;1
47 Valladolid;Feb;Hombres;2010;1
47 Valladolid;Feb;Mujeres;2011;1
47 Valladolid;Feb;Hombres;2011;1
47 Valladolid;Feb;Mujeres;2012;0
47 Valladolid;Feb;Hombres;2012;0
47 Valladolid;Feb;Hombres;2013;0
47 Valladolid;Feb;Mujeres;2013;1
47 Valladolid;Feb;Hombres;2014;1
47 Valladolid;Feb;Mujeres;2014;2
47 Valladolid;Feb;Mujeres;2015;1
47 Valladolid;Feb;Hombres;2015;1
47 Valladolid;Feb;Mujeres;2016;0
47 Valladolid;Feb;Hombres;2016;0
47 Valladolid;Feb;Mujeres;2017;0
47 Valladolid;Feb;Hombres;2017;0
47 Valladolid;Feb;Hombres;2018;0
47 Valladolid;Feb;Mujeres;2018;2
47 Valladolid;Feb;Mujeres;2019;0
47 Valladolid;Feb;Hombres;2019;3
47 Valladolid;Feb;Hombres;2020;0
47 Valladolid;Feb;Mujeres;2020;1
47 Valladolid;Feb;Mujeres;2021;0
47 Valladolid;Feb;Hombres;2021;0
47 Valladolid;Mar;Hombres;2009;1
47 Valladolid;Mar;Mujeres;2009;1
47 Valladolid;Mar;Mujeres;2010;0
47 Valladolid;Mar;Hombres;2010;1
47 Valladolid;Mar;Mujeres;2011;0
47 Valladolid;Mar;Hombres;2011;0
47 Valladolid;Mar;Mujeres;2012;0
47 Valladolid;Mar;Hombres;2012;1
47 Valladolid;Mar;Hombres;2013;0
47 Valladolid;Mar;Mujeres;2013;1
47 Valladolid;Mar;Mujeres;2014;0
47 Valladolid;Mar;Hombres;2014;0
47 Valladolid;Mar;Hombres;2015;0
47 Valladolid;Mar;Mujeres;2015;1
47 Valladolid;Mar;Mujeres;2016;0
47 Valladolid;Mar;Hombres;2016;0
47 Valladolid;Mar;Hombres;2017;0
47 Valladolid;Mar;Mujeres;2017;1
47 Valladolid;Mar;Mujeres;2018;1
47 Valladolid;Mar;Hombres;2018;2
47 Valladolid;Mar;Mujeres;2019;0
47 Valladolid;Mar;Hombres;2019;0
47 Valladolid;Mar;Hombres;2020;0
47 Valladolid;Mar;Mujeres;2020;1
47 Valladolid;Mar;Hombres;2021;0
47 Valladolid;Mar;Mujeres;2021;2
47 Valladolid;Apr;Hombres;2009;0
47 Valladolid;Apr;Mujeres;2009;2
47 Valladolid;Apr;Hombres;2010;0
47 Valladolid;Apr;Mujeres;2010;1
47 Valladolid;Apr;Hombres;2011;0
47 Valladolid;Apr;Mujeres;2011;2
47 Valladolid;Apr;Mujeres;2012;0
47 Valladolid;Apr;Hombres;2012;0
47 Valladolid;Apr;Mujeres;2013;0
47 Valladolid;Apr;Hombres;2013;0
47 Valladolid;Apr;Hombres;2014;0
47 Valladolid;Apr;Mujeres;2014;1
47 Valladolid;Apr;Mujeres;2015;0
47 Valladolid;Apr;Hombres;2015;1
47 Valladolid;Apr;Mujeres;2016;0
47 Valladolid;Apr;Hombres;2016;0
47 Valladolid;Apr;Hombres;2017;0
47 Valladolid;Apr;Mujeres;2017;0
47 Valladolid;Apr;Mujeres;2018;0
47 Valladolid;Apr;Hombres;2018;0
47 Valladolid;Apr;Hombres;2019;1
47 Valladolid;Apr;Mujeres;2019;2
47 Valladolid;Apr;Mujeres;2020;0
47 Valladolid;Apr;Hombres;2020;1
47 Valladolid;Apr;Mujeres;2021;0
47 Valladolid;Apr;Hombres;2021;0
47 Valladolid;May;Hombres;2009;0
47 Valladolid;May;Mujeres;2009;1
47 Valladolid;May;Mujeres;2010;0
47 Valladolid;May;Hombres;2010;1
47 Valladolid;May;Mujeres;2011;0
47 Valladolid;May;Hombres;2011;1
47 Valladolid;May;Hombres;2012;0
47 Valladolid;May;Mujeres;2012;1
47 Valladolid;May;Hombres;2013;1
47 Valladolid;May;Mujeres;2013;1
47 Valladolid;May;Mujeres;2014;0
47 Valladolid;May;Hombres;2014;2
47 Valladolid;May;Mujeres;2015;0
47 Valladolid;May;Hombres;2015;1
47 Valladolid;May;Mujeres;2016;0
47 Valladolid;May;Hombres;2016;0
47 Valladolid;May;Mujeres;2017;0
47 Valladolid;May;Hombres;2017;1
47 Valladolid;May;Hombres;2018;0
47 Valladolid;May;Mujeres;2018;1
47 Valladolid;May;Mujeres;2019;1
47 Valladolid;May;Hombres;2019;2
47 Valladolid;May;Mujeres;2020;0
47 Valladolid;May;Hombres;2020;2
47 Valladolid;May;Mujeres;2021;0
47 Valladolid;May;Hombres;2021;1
47 Valladolid;Jun;Hombres;2009;0
47 Valladolid;Jun;Mujeres;2009;1
47 Valladolid;Jun;Mujeres;2010;0
47 Valladolid;Jun;Hombres;2010;1
47 Valladolid;Jun;Hombres;2011;0
47 Valladolid;Jun;Mujeres;2011;1
47 Valladolid;Jun;Hombres;2012;0
47 Valladolid;Jun;Mujeres;2012;0
47 Valladolid;Jun;Mujeres;2013;1
47 Valladolid;Jun;Hombres;2013;3
47 Valladolid;Jun;Hombres;2014;1
47 Valladolid;Jun;Mujeres;2014;1
47 Valladolid;Jun;Hombres;2015;0
47 Valladolid;Jun;Mujeres;2015;0
47 Valladolid;Jun;Mujeres;2016;0
47 Valladolid;Jun;Hombres;2016;1
47 Valladolid;Jun;Hombres;2017;0
